τ_vals,μ=0.5,μ=0.8,μ=0.9,μ=1.0
1375.107508754,0.47795321323042605,0.8363150880594831,0.8961629052648706,0.9161707474642289
1375.174061656,0.22782900168779588,0.4618694352027501,0.8004441157282186,0.9469207890841898
1375.240614558,0.39940063074591897,0.5591810238282378,0.8441879295384462,0.9709702061760819
1375.30716746,0.49475631667094566,0.8936600565626962,0.9638366667456946,0.9879584229509205
1375.373720362,0.28726843204144725,0.5135435595650869,0.850572381562291,0.9976307061503868
1375.440273264,0.3134901902480845,0.5446760187456554,0.8616397376509286,0.9998420751055916
1375.506826166,0.5009724833233096,0.9006577199483625,0.9704956332801593,0.9945593724665356
1375.5733790680001,0.36566976963258485,0.5332712713635832,0.8440413444298719,0.9818617686946924
1375.6399319700001,0.24386043096880913,0.4963759827679823,0.8216951311992018,0.9619396711725876
1375.7064848720001,0.4962429824246897,0.8565361429805484,0.9152905514689349,0.9350917702928778
1375.7730377740002,0.4580132440959589,0.5197352105268568,0.7820025148766113,0.901720560734245
1375.8395906760002,0.19443356126546443,0.4196588081153917,0.7294898207499065,0.8623264045047232
1375.906143578,0.4806284934282294,0.7665559945781656,0.8054029873759239,0.8174999373120283
1375.97269648,0.5577648914919678,0.476385366487782,0.673119842116757,0.7679132054584366
1376.039249382,0.1672063757667859,0.32420897244987046,0.5972877271468772,0.7143096849790489
1376.105802284,0.4546590390082628,0.641343494614018,0.6550960902461329,0.6574930533026997
1376.172355186,0.6574173970296222,0.410806437171892,0.5323649991760515,0.598315126320519
1376.238908088,0.16220738570753737,0.2228306655014468,0.4428715665693908,0.5376631754976795
1376.30546099,0.41940347255770466,0.49555494458274696,0.483832966222858,0.4764465560302214
1376.372013892,0.7491521242525739,0.33352647568718696,0.3789681658690513,0.4155830560141582
1376.438566794,0.1776418207029468,0.12980127084649917,0.28718414300387723,0.35598521377445386
1376.505119696,0.37653882365397917,0.34604532534368077,0.3137123690301371,0.2985465807113128
