freq (MHz),μ=1.0,μ=0.9,μ=0.8,μ=0.5
6.220090707415279,0.000548497580912424,0.0006660426590289324,0.000672599848122924,0.00020651486698275952
6.257561133363565,0.000547336128025821,0.0006645858106073228,0.0006711681569013586,0.00019740572266883997
6.295031559311848,0.0005461731328596605,0.0006631810663931262,0.0006698040770446661,0.00018892988242143733
6.332501985260134,0.0005450697531445896,0.0006618232203688059,0.000668477635462949,0.00018103553464803902
6.369972411208418,0.0005440044162518003,0.0006605131548497771,0.0006671978512368072,0.0001736741146568633
6.407442837156704,0.0005429768855660591,0.0006592502523357057,0.0006659639064457551,0.00016680318328088565
6.444913263104988,0.0005419868265182089,0.0006580339480310655,0.0006647751480623226,0.00016038497750762323
6.482383689053274,0.0005410338994690508,0.0006568637176225744,0.0006636310169623788,0.00015438582603563688
6.519854115001557,0.0005401177694013062,0.0006557390711723059,0.0006625310221426737,0.00014877564769111114
6.557324540949843,0.0005392382394163046,0.0006546595479775327,0.0006614747109335653,0.00014352752144651174
6.594794966898127,0.0005383947097339731,0.0006536247216203356,0.0006604617206878399,0.00013861732006961754
6.632265392846413,0.0005375871450956127,0.0006526341839473427,0.0006594916610657778,0.00013402338884729972
6.669735818794698,0.0005368152021748251,0.0006516875547383518,0.0006585642070723064,0.00012972627568620497
6.707206244742982,0.0005360786171332508,0.0006507844756767949,0.0006576790519171562,0.0001257084921641312
6.744676670691266,0.0005353771418055231,0.000649924609737898,0.0006568359108960172,0.00012195430759210185
6.782147096639552,0.0005347105414534949,0.0006491076398022958,0.0006560345189528231,0.00011844956965537516
6.819617522587836,0.0005340785945142502,0.0006483332679644612,0.0006552746290306884,0.00011518154727168845
6.857087948536122,0.0005334810920440819,0.0006476012148649338,0.0006545560109052958,0.0001121387924609614
6.894558374484407,0.0005329178380751248,0.0006469112187198403,0.0006538784495638385,0.00010931101908716158
6.932028800432691,0.0005323886480332339,0.000646263034804139,0.0006532417447704573,0.00010668899540397202
6.969499226380975,0.0005318933497686232,0.0006456564350655804,0.000652645710178796,0.00010426444883430761
7.006969652329261,0.0005314317826579598,0.0006450912074359388,0.0006520901727135853,0.0001020299811867675
7.044440078277545,0.0005310037976997146,0.0006445671555634612,0.0006515749721256438,9.997899311633339e-5
7.081910504225831,0.0005306092571866489,0.0006440840985331843,0.0006510999609167272,9.810561616460179e-5
7.119380930174114,0.0005302480345594898,0.000643641870294134,0.000650665003549323,9.640465246416419e-5
7.1568513561224,0.0005299200143197533,0.0006432403194950862,0.000650269976360558,9.487152018291956e-5
7.194321782070684,0.0005296250918220451,0.0006428793093700506,0.0006499147676820486,9.350220445263508e-5
7.23179220801897,0.0005293631732627495,0.0006425587173599071,0.0006495992772592958,9.229321417531513e-5
7.269262633967255,0.000529134175459132,0.0006422784349594472,0.0006493234162975762,9.124154294362569e-5
7.306733059915539,0.0005289380258251198,0.0006420383675348036,0.0006490871072581353,9.034463493094135e-5
7.344203485863823,0.0005287746623213299,0.000641838434339397,0.0006488902840123117,8.960035477485784e-5
7.381673911812109,0.0005286440333961333,0.0006416785682183112,0.0006487328914364257,8.900696234902472e-5
7.419144337760393,0.0005285460976861612,0.0006415587154119605,0.0006486148854161272,8.856309117545493e-5
7.456614763708679,0.0005284808243606767,0.0006414788358314611,0.0006485362330485986,8.826773141923712e-5
